,Target,AdvTime,AdvLoc,V,Neg,VGram,Adj,Phrasal
233,0,85,0,1281,0,5,19,0
234,0,85,0,1378,0,2,0,0
235,0,85,0,549,0,5,0,0
236,0,85,0,1247,0,8,0,0
237,0,85,0,778,0,3,0,0
238,0,85,0,815,0,0,0,0
239,0,85,0,663,0,5,0,0
240,0,85,0,994,0,5,0,0
241,0,85,0,0,0,7,0,0
242,0,85,0,1273,0,5,0,0
243,0,85,0,1,0,8,0,0
244,0,85,0,0,0,7,0,0
245,0,85,0,1071,0,5,0,0
246,0,85,0,436,0,5,0,0
247,0,85,0,440,0,5,0,0
248,0,85,0,0,0,7,0,0
249,0,85,0,1073,0,5,19,0
250,0,85,0,1166,0,5,0,0
251,0,85,0,0,0,7,0,0
252,0,85,0,0,0,7,0,0
253,0,85,0,1068,0,8,0,0
254,0,86,0,1062,0,8,19,1288
255,0,86,0,1072,0,5,19,1287
256,0,87,0,352,0,5,19,1286
257,0,87,0,1059,0,5,0,1285
258,0,88,0,1193,0,5,19,1284
259,0,89,0,214,0,3,19,0
260,0,89,0,43,0,5,19,0
261,0,89,0,380,0,5,19,0
262,0,89,0,907,0,5,19,0
263,0,89,0,0,0,7,19,0
264,0,89,0,901,0,8,19,0
265,0,89,0,756,0,5,19,0
266,0,89,0,425,0,8,19,0
267,0,89,0,650,1,8,19,0
268,0,89,0,0,0,7,19,0
269,0,89,0,0,0,7,19,0
270,0,89,0,1326,0,5,19,0
271,0,89,28,1368,0,5,19,0
272,0,89,0,1080,0,5,19,0
273,0,89,11,1109,0,5,19,0
274,0,89,0,68,0,5,19,0
275,0,89,5,1158,0,8,19,0
276,0,89,0,99,0,8,19,0
277,0,89,0,439,0,8,19,0
278,0,89,0,1056,0,5,19,0
279,0,89,0,335,0,7,19,0
280,0,89,0,700,0,5,19,0
281,0,89,0,470,0,5,19,0
282,0,89,0,0,0,7,19,0
283,0,89,0,693,0,4,19,0
284,0,89,0,273,0,3,19,0
285,0,89,0,1016,0,5,19,0
286,0,89,0,1237,0,5,19,0
287,0,89,0,630,1,5,19,0
288,0,89,0,43,0,5,19,0
289,0,89,0,1078,0,8,0,0
290,0,90,0,67,0,5,19,0
291,0,90,0,614,1,5,19,0
292,0,90,0,1014,0,5,19,0
293,0,90,0,1078,0,8,19,0
294,0,90,0,1025,0,5,19,0
295,0,90,0,77,0,5,19,0
296,0,90,0,1369,0,5,19,0
297,0,90,0,598,1,8,19,0
298,0,90,0,687,0,3,19,0
299,0,90,0,221,0,8,19,0
300,0,90,0,1074,0,5,19,0
301,0,90,0,231,0,8,19,0
302,0,90,0,1142,0,8,19,0
303,0,90,0,1015,0,5,19,0
304,0,90,0,114,0,5,19,0
305,0,90,37,92,0,8,19,0
306,0,90,0,614,1,5,19,0
307,0,90,0,683,0,5,19,0
308,0,90,0,1152,0,5,19,0
309,0,90,0,599,1,8,19,0
310,0,90,0,1345,0,5,19,0
311,0,90,0,1240,0,5,19,0
312,0,90,0,1258,0,5,19,0
313,0,90,0,0,0,7,0,0
314,0,90,0,1348,0,8,0,0
315,0,91,0,1250,0,5,0,1283
316,0,93,0,0,0,7,19,1294
317,0,94,0,953,0,5,19,1309
318,0,94,0,1028,0,5,0,1322
319,0,95,0,213,0,8,19,1310
320,0,97,0,1137,0,9,0,1334
321,0,98,0,1170,0,5,19,1333
322,0,99,0,397,0,5,19,1332
323,0,92,0,717,0,5,0,1331
324,0,101,0,1071,0,5,0,1330
325,0,0,0,257,0,5,0,1329
326,0,0,0,441,0,8,0,1328
327,0,0,0,261,0,4,0,1327
328,0,0,0,526,0,5,19,1326
329,0,0,0,1260,0,5,0,1325
330,0,0,0,400,0,5,19,1324
331,0,0,0,255,0,5,19,1335
332,0,0,0,281,0,5,0,1323
333,0,0,0,601,1,5,0,1321
334,0,0,0,657,1,5,0,1320
335,0,0,0,360,0,0,0,1319
336,0,0,0,283,0,9,0,1318
337,0,0,0,288,0,5,0,1317
338,0,0,0,781,1,3,0,1316
339,0,0,0,293,0,8,0,1315
340,0,0,0,0,0,7,19,1314
341,0,0,68,0,0,7,19,1313
342,0,0,0,834,0,5,0,1312
343,0,0,0,297,0,5,19,1311
344,0,0,0,299,0,5,0,1282
345,0,0,0,300,0,0,19,1308
346,0,105,0,319,0,3,0,1281
347,0,0,0,322,0,8,0,1252
348,0,0,0,1314,0,5,0,1250
349,0,0,0,6,0,8,0,1249
350,0,0,0,333,0,5,0,1248
351,0,0,0,339,0,0,19,1247
352,0,0,0,340,0,3,0,1246
353,0,0,0,344,0,5,19,1245
354,0,161,0,350,0,8,19,1244
355,0,0,0,356,0,5,0,1243
356,0,0,0,362,0,3,19,1242
357,0,161,0,366,0,5,0,1241
358,0,0,0,377,0,8,19,1240
359,0,0,0,540,0,8,19,1251
360,0,0,0,0,0,7,0,1239
361,0,0,0,1174,0,5,19,1237
362,0,0,0,979,0,3,0,1236
363,0,0,0,270,0,5,19,1235
364,0,0,0,511,0,1,0,1234
365,0,0,0,1264,0,5,19,1233
366,0,109,0,1140,0,5,19,0
367,0,109,0,1003,0,5,19,0
368,0,109,0,335,0,7,0,0
369,0,109,0,460,0,4,0,0
370,0,109,0,0,0,7,0,0
371,0,109,0,0,0,7,0,0
372,0,110,0,71,0,5,19,1232
373,0,81,123,1306,0,5,19,1231
374,0,111,0,394,0,8,19,0
375,0,111,0,1210,0,5,19,0
376,0,111,0,326,0,2,0,0
377,0,112,0,570,0,0,19,0
378,0,112,0,445,0,8,19,0
379,0,112,0,1078,0,8,19,0
380,0,112,0,62,0,5,19,0
381,0,112,0,0,0,7,19,0
382,0,112,0,1141,0,3,19,0
383,0,112,0,539,0,5,19,0
384,0,112,0,1025,0,5,19,0
385,0,112,0,545,0,5,19,0
386,0,112,0,1164,0,5,19,0
387,0,113,0,1076,0,3,19,0
388,0,113,0,1274,0,8,19,0
389,0,113,0,328,0,5,19,0
390,0,113,0,327,0,5,19,0
391,0,113,0,1231,0,5,19,0
392,0,113,0,73,0,5,19,0
393,0,115,0,1139,0,5,19,1230
394,0,115,0,1060,0,5,19,1229
395,0,116,0,1366,0,8,19,1228
396,0,117,0,978,0,8,19,1227
397,0,114,136,452,0,7,19,1238
398,0,0,0,777,0,5,0,1253
399,0,0,0,999,0,2,0,1266
400,0,0,0,556,0,5,19,1254
401,0,0,0,1330,0,5,19,1278
402,0,0,0,589,1,5,19,1277
403,0,0,0,282,0,5,19,1276
404,0,0,0,388,0,5,19,1275
405,0,0,0,391,0,8,0,1274
406,0,0,0,391,0,8,19,1273
407,0,0,0,52,0,5,19,1272
408,0,0,0,528,0,5,19,1271
409,0,0,0,396,0,5,0,1270
410,0,105,0,0,0,7,0,1269
411,0,0,0,665,0,5,0,1268
412,0,0,0,1070,0,8,0,1279
413,0,0,0,402,0,5,0,1267
414,0,0,0,406,0,8,0,1265
415,0,0,77,1278,0,8,19,1264
416,0,105,78,0,0,7,0,1263
417,0,72,75,1275,0,5,19,1262
418,0,0,79,1222,0,5,19,1261
419,0,161,80,985,0,5,0,1260
420,0,0,81,191,0,5,19,1259
421,0,0,81,302,0,5,19,1258
422,0,0,76,825,0,5,0,1257
423,0,161,0,1126,0,5,0,1256
424,0,0,0,586,1,5,19,1255
425,0,0,0,409,0,8,0,1114
426,0,0,0,1312,0,5,19,1113
427,0,0,0,95,0,5,0,1112
428,0,0,0,42,0,5,19,1056
429,0,0,0,96,0,3,0,970
430,0,0,0,0,0,7,0,969
431,0,0,0,652,1,5,0,968
432,0,0,0,1238,0,5,19,967
433,0,0,0,416,0,5,0,966
434,0,0,0,424,0,3,19,965
435,0,0,0,0,0,7,0,964
436,0,0,0,437,1,3,0,963
437,0,105,0,0,0,7,0,962
438,0,0,0,1368,0,5,0,961
439,0,0,0,0,0,7,0,960
440,0,0,0,1178,0,5,0,971
441,0,0,0,491,0,3,0,959
442,0,0,0,491,0,3,0,957
443,0,130,0,193,0,5,19,956
444,0,0,0,399,0,5,19,955
445,0,57,0,223,0,5,0,954
446,0,0,0,449,0,5,19,953
447,0,0,0,450,0,5,19,952
448,0,63,0,47,0,5,19,951
449,0,0,0,623,1,4,0,950
450,0,0,0,177,0,5,0,949
451,0,0,0,456,0,4,0,948
452,0,0,0,1276,0,5,19,947
453,0,0,0,464,0,4,0,958
454,0,59,0,567,0,5,0,973
455,0,0,0,597,1,5,0,986
456,0,0,0,473,0,8,0,974
457,0,0,0,476,0,5,19,998
458,0,0,0,1242,0,5,19,997
459,0,140,0,263,0,4,0,996
460,0,0,0,606,1,5,19,995
461,0,0,0,850,0,5,19,994
462,0,161,0,1280,0,8,19,993
463,0,0,0,970,0,5,19,992
464,0,0,0,1359,0,5,19,991
465,0,0,0,478,0,5,19,990
466,0,0,89,1368,0,5,19,989
467,0,0,90,1110,0,8,19,988
468,0,0,84,566,0,5,19,999
469,0,0,85,1232,0,5,19,987
470,0,0,95,42,0,5,19,985
471,0,0,96,736,0,5,19,984
472,0,0,98,0,0,7,19,983
473,0,0,87,1220,0,5,19,982
474,0,0,99,165,0,8,19,981
475,0,0,101,1218,0,5,19,980
476,0,0,104,989,0,5,0,979
477,0,0,107,0,0,7,19,978
478,0,0,108,57,0,5,0,977
479,0,0,109,561,0,8,19,976
480,0,0,110,87,0,5,0,975
481,0,0,0,530,0,8,0,946
482,0,0,0,569,0,8,0,945
483,0,130,0,532,0,5,19,944
484,0,0,113,0,0,7,19,930
485,0,0,114,1072,0,5,19,914
486,0,0,116,774,0,5,0,913
487,0,0,118,535,0,3,19,912
488,0,133,0,764,0,8,0,911
489,0,133,0,444,0,8,0,910
490,0,0,0,758,0,5,19,909
491,0,0,0,481,0,5,19,908
492,0,0,0,905,0,5,0,907
493,0,0,0,490,0,8,19,906
494,0,0,0,494,0,5,0,905
495,0,0,0,498,0,4,0,904
496,0,0,0,501,0,4,19,903
497,0,0,0,515,0,8,0,902
498,0,0,0,442,0,5,0,901
499,0,0,0,518,0,8,0,900
500,0,0,0,531,0,5,19,899
501,0,0,0,539,0,5,0,898
502,0,0,0,543,0,9,0,897
503,0,0,0,553,0,5,19,896
504,0,23,0,553,0,5,19,895
505,0,0,0,554,0,5,19,894
506,0,60,0,555,0,5,19,893
507,0,0,0,555,0,5,19,892
508,0,0,0,556,0,5,19,915
509,0,0,0,558,0,3,19,916
510,0,0,0,558,0,3,0,917
511,0,0,0,564,0,5,19,918
512,0,105,0,571,0,1,0,942
513,0,0,0,572,0,8,0,941
514,0,0,136,575,0,8,0,940
515,0,105,0,576,0,8,0,939
516,0,0,0,579,0,5,0,938
517,0,0,0,582,1,1,0,937
518,0,0,0,584,1,5,19,936
519,0,0,0,588,1,5,0,935
520,0,0,0,590,1,3,0,934
521,0,0,0,602,1,5,0,933
522,0,0,0,604,1,5,0,932
523,0,0,0,604,1,5,0,943
524,0,0,0,605,1,5,0,931
525,0,0,0,606,1,5,19,929
526,0,0,0,1074,0,5,19,928
527,0,0,0,646,1,5,0,927
528,0,0,0,647,1,8,0,926
529,0,0,0,653,1,5,19,925
530,0,0,0,85,0,5,19,924
531,0,161,0,1307,0,7,19,923
532,0,0,0,659,1,9,0,922
533,0,0,0,1310,0,5,0,921
534,0,0,0,466,0,4,0,920
535,0,0,0,660,0,5,19,919
536,0,0,0,661,0,8,19,972
537,0,0,0,1168,0,8,19,1000
538,0,0,0,0,1,7,0,1001
539,0,0,0,1303,0,8,19,1002
540,0,0,0,603,1,5,0,1082
541,0,0,0,604,1,5,0,1081
542,0,0,0,606,1,5,19,1080
543,0,0,0,662,0,9,19,1079
544,0,0,0,665,0,5,19,1078
545,0,0,0,667,0,4,0,1077
546,0,105,0,671,0,4,0,1076
547,0,0,0,1225,0,5,19,1075
548,0,0,0,684,0,3,19,1074
549,0,0,0,1180,0,5,0,1073
550,0,105,0,689,0,5,0,1072
551,0,0,0,185,0,8,19,1083
552,0,0,0,697,0,5,0,1071
553,0,0,0,0,0,7,19,1069
554,0,0,0,17,0,5,0,1068
555,0,0,0,51,0,5,0,1067
556,0,0,0,56,0,5,0,1066
557,0,0,0,195,0,5,19,1065
558,0,0,0,254,0,8,0,1064
559,0,68,0,410,0,8,19,1063
560,0,0,0,642,1,5,0,1062
561,0,0,0,604,1,5,19,1061
562,0,0,0,1212,0,5,0,1060
563,0,0,0,5,0,5,19,1059
564,0,0,0,1321,0,5,0,1070
565,0,0,0,513,0,8,19,1085
566,0,0,0,39,0,5,19,1098
567,0,0,0,57,0,5,19,1086
568,0,0,0,272,0,5,0,1110
569,0,0,0,605,1,5,0,1109
570,0,0,0,605,1,5,0,1108
571,0,0,0,664,0,5,19,1107
572,0,0,0,0,0,7,0,1106
573,0,51,0,772,0,8,0,1105
574,0,0,0,708,0,5,19,1104
575,0,0,0,1345,0,5,19,1103
576,0,0,125,394,0,8,19,1102
577,0,0,0,736,0,5,19,1101
578,0,0,0,737,0,5,19,1100
579,0,0,0,1118,0,5,19,1111
580,0,0,0,673,0,5,19,1099
581,0,130,0,1119,0,5,19,1097
582,0,0,0,740,0,5,0,1096
583,0,0,0,741,0,5,19,1095
584,0,105,0,742,0,8,19,1094
585,0,0,0,1344,0,5,19,1093
586,0,0,0,752,0,5,19,1092
587,0,0,0,753,0,5,0,1091
588,0,161,0,0,0,7,0,1090
589,0,0,0,0,0,7,0,1089
590,0,0,0,763,0,5,0,1088
591,0,105,0,766,0,1,0,1087
592,0,0,0,770,0,1,0,1058
593,0,0,0,488,0,5,19,1084
594,0,0,127,1346,0,5,0,1057
595,0,0,0,852,0,8,0,1028
596,0,0,128,1346,0,5,19,1026
597,0,0,130,477,0,8,19,1025
598,0,0,0,876,0,5,0,1024
599,0,0,0,161,0,5,0,1023
600,0,0,131,312,0,5,0,1022
601,0,0,126,1099,0,5,19,1021
602,0,0,0,1369,0,5,19,1020
603,0,0,0,784,0,5,0,1019
604,0,0,0,793,0,5,0,1018
605,0,0,0,0,0,7,0,1017
606,0,120,0,1070,0,8,19,1016
607,0,0,0,804,0,1,0,1027
608,0,0,0,806,0,0,0,1015
609,0,0,0,807,0,5,19,1013
610,0,0,0,808,0,5,19,1012
611,0,0,0,0,0,7,0,1011
612,0,105,0,824,0,1,0,1010
613,0,0,0,1251,0,8,19,1009
614,0,105,0,842,0,1,0,1008
615,0,0,0,847,0,3,0,1007
616,0,0,0,853,0,5,0,1006
617,0,0,0,220,0,5,19,1005
618,0,0,0,858,0,5,0,1004
619,0,0,0,866,0,5,0,1003
620,0,0,0,867,0,5,0,1014
621,0,149,0,277,0,8,0,0
622,0,148,67,401,0,3,0,0
623,0,148,0,210,0,5,0,0
624,0,148,0,670,0,4,0,0
625,0,148,0,415,0,8,0,0
626,0,148,0,835,0,5,0,0
627,0,148,0,1229,0,8,0,0
628,0,148,0,0,0,7,0,0
629,0,148,0,1061,0,8,0,0
630,0,148,0,242,0,5,0,0
631,0,148,0,507,0,5,0,0
632,0,148,0,323,0,5,0,0
633,0,148,0,0,0,7,0,0
634,0,148,0,276,0,8,0,0
635,0,0,0,826,0,5,0,1029
636,0,0,0,890,0,5,19,1042
637,0,0,0,891,0,5,19,1030
638,0,0,0,0,0,7,19,1054
639,0,0,0,514,0,3,0,1053
640,0,72,0,895,0,5,0,1052
641,0,0,0,896,0,5,0,1051
642,0,0,0,899,0,1,19,1050
643,0,0,0,0,0,7,0,1049
644,0,72,0,546,0,5,19,1048
645,0,0,0,932,0,5,19,1047
646,0,0,0,936,0,5,19,1046
647,0,0,0,936,0,5,19,1045
648,0,0,0,946,0,5,0,1044
649,0,0,0,947,0,9,19,1055
650,0,0,0,954,0,5,19,1043
651,0,0,0,957,0,9,0,1041
652,0,105,0,960,0,3,19,1040
653,0,0,0,964,0,5,0,1039
654,0,0,0,757,0,9,19,1038
655,0,0,0,968,0,8,0,1037
656,0,0,0,982,0,8,19,1036
657,0,0,0,765,0,7,19,1035
658,0,0,0,0,0,7,0,1034
659,0,0,0,959,0,5,19,1033
660,0,0,0,1054,0,5,0,1032
661,0,62,74,1330,0,5,19,1031
662,0,0,0,1061,0,8,19,1224
663,0,161,0,1064,0,7,0,1336
664,0,0,0,1065,0,7,0,1337
665,0,0,0,1066,0,7,0,1338
666,0,151,0,1234,0,8,19,1642
667,0,152,0,251,0,5,0,1641
668,0,120,0,1070,0,8,0,1640
669,0,120,0,1073,0,5,19,1639
670,0,0,0,1075,0,5,0,1638
671,0,161,0,1077,0,8,0,1637
672,0,0,0,1078,0,8,19,1636
673,0,0,0,1009,0,5,19,1635
674,0,0,0,79,0,5,19,1634
675,0,0,0,1094,0,5,0,1633
676,0,0,0,1098,0,5,19,1632
677,0,0,0,100,0,5,19,1643
678,0,0,0,1107,0,5,0,1631
679,0,0,0,1108,0,0,19,1629
680,0,0,0,1111,0,8,19,1628
681,0,161,0,1116,0,5,0,1627
682,0,0,0,0,0,7,0,1626
683,0,0,0,0,0,7,0,1625
684,0,0,0,1043,0,8,0,1624
685,0,0,0,0,0,7,0,1623
686,0,0,0,0,0,7,0,1622
687,0,0,0,1125,0,5,0,1621
688,0,120,0,224,0,5,0,1620
689,0,46,0,1129,0,8,19,1619
690,0,0,0,1102,0,5,19,1630
691,0,0,0,310,0,5,0,1645
692,0,0,0,1133,0,5,0,1658
693,0,0,0,803,0,8,19,1646
694,0,0,0,454,0,4,0,1670
695,0,0,0,1138,0,5,19,1669
696,0,0,0,1138,0,5,19,1668
697,0,0,21,1140,0,5,19,1667
698,0,0,0,1144,0,8,0,1666
699,0,0,51,1145,0,8,0,1665
700,0,0,0,1156,0,5,19,1664
701,0,56,0,1157,0,5,19,1663
702,0,0,0,1024,0,0,0,1662
703,0,0,0,1161,0,5,19,1661
704,0,161,0,0,0,7,0,1660
705,0,0,0,49,0,5,0,1671
706,0,105,0,35,0,1,0,1659
707,0,0,0,163,0,5,0,1657
708,0,0,0,369,0,5,19,1656
709,0,50,0,784,0,5,0,1655
710,0,161,0,1268,0,8,0,1654
711,0,0,0,1172,0,8,0,1653
712,0,0,0,1173,0,5,0,1652
713,0,0,138,1179,0,5,19,1651
714,0,0,0,610,1,5,0,1650
715,0,0,0,1129,0,8,19,1649
716,0,0,0,1187,0,8,0,1648
717,0,0,0,1188,0,5,0,1647
718,0,0,0,1192,0,5,19,1618
719,0,0,0,1199,0,5,0,1644
720,0,0,0,192,0,5,19,1617
721,0,0,0,267,0,5,0,1588
722,0,0,0,182,0,5,0,1586
723,0,0,0,1213,0,5,19,1585
724,0,0,0,1217,0,5,19,1584
725,0,161,0,1204,0,5,0,1583
726,0,105,0,1132,0,3,0,1582
727,0,0,0,1228,0,5,19,1581
728,0,0,0,525,0,5,19,1580
729,0,0,139,1233,0,5,19,1579
730,0,0,0,1235,0,3,19,1578
731,0,0,0,0,0,7,19,1577
732,0,146,0,1242,0,5,19,1576
733,0,105,0,1246,0,1,19,1587
734,0,0,0,375,0,5,0,1575
735,0,0,7,0,0,7,0,1573
736,0,0,82,398,0,8,0,1572
737,0,0,0,1249,0,5,0,1571
738,0,0,0,1330,0,5,0,1570
739,0,0,0,0,0,7,0,1569
740,0,0,0,665,0,5,19,1568
741,0,22,0,1254,0,5,19,1567
742,0,0,0,1255,0,5,19,1566
743,0,0,0,1256,0,5,19,1565
744,0,0,0,1257,0,8,0,1564
745,0,0,0,1259,0,8,19,1563
746,0,0,0,0,0,7,0,1574
747,0,0,0,0,0,7,0,1589
748,0,161,0,0,0,7,0,1602
749,0,0,0,468,0,5,0,1590
750,0,0,0,455,0,4,19,1614
751,0,0,0,792,0,5,19,1613
752,0,0,0,760,0,5,19,1612
753,0,0,0,1001,0,5,0,1611
754,0,0,0,538,0,5,0,1610
755,0,0,0,1222,0,5,19,1609
756,0,161,0,1277,0,8,19,1608
757,0,0,0,635,0,5,0,1607
758,0,59,0,811,0,5,19,1606
759,0,139,0,1051,0,5,19,1605
760,0,119,0,37,0,8,19,1604
761,0,0,0,1123,0,5,0,1615
762,0,0,137,199,0,3,0,1603
763,0,0,0,1293,0,5,19,1601
764,0,0,0,1296,0,5,19,1600
765,0,0,0,120,0,5,19,1599
766,0,0,0,0,0,7,0,1598
767,0,0,0,1230,0,5,19,1597
768,0,0,0,721,0,5,19,1596
769,0,0,0,1271,0,8,19,1595
770,0,0,0,0,0,7,0,1594
771,0,0,0,89,0,5,19,1593
772,0,0,0,1302,0,1,0,1592
773,0,0,0,345,0,7,19,1591
774,0,0,0,343,0,5,19,1616
775,0,0,133,797,0,0,0,1673
776,0,0,0,1313,0,5,19,1728
777,0,0,0,1317,0,5,19,1674
778,0,135,0,1318,0,3,19,1754
779,0,0,0,1046,0,8,0,1753
780,0,0,0,965,0,5,0,1752
781,0,0,0,1328,0,5,19,1751
782,0,0,0,1328,0,5,19,1750
783,0,0,0,1329,0,5,19,1749
784,0,0,0,1329,0,5,0,1748
785,0,0,0,1329,0,5,19,1747
786,0,0,0,1331,0,8,19,1746
787,0,0,0,1331,0,8,0,1745
788,0,0,0,1332,0,5,19,1744
789,0,0,0,1333,0,5,0,1755
790,0,0,0,1334,0,5,0,1743
791,0,0,0,959,0,5,0,1741
792,0,161,0,1337,0,5,0,1740
793,0,0,0,1342,0,8,19,1739
794,0,59,0,1343,0,5,19,1738
795,0,0,0,1344,0,5,19,1737
796,0,0,0,1346,0,5,19,1736
797,0,0,40,1354,0,5,0,1735
798,0,0,0,1355,0,5,19,1734
799,0,174,0,81,0,5,19,1733
800,0,58,141,1218,0,5,19,1732
801,0,0,0,1364,0,8,19,1731
802,0,0,0,512,0,5,19,1742
803,0,105,0,65,0,5,19,1757
804,0,0,0,1365,0,5,19,1770
805,0,0,0,637,1,5,0,1758
806,0,0,0,1367,0,5,19,1782
807,0,12,121,1368,0,5,19,1781
808,0,0,43,1370,0,5,19,1780
809,0,0,0,1372,0,5,19,1779
810,0,0,0,1375,0,8,0,1778
811,0,0,0,1377,0,5,0,1777
812,0,0,0,1380,0,8,19,1776
813,0,0,0,778,0,3,0,1775
814,0,0,0,0,0,7,0,1774
815,0,0,0,42,0,5,19,1773
816,0,0,0,0,0,7,19,1772
817,0,0,0,351,0,5,19,1783
818,0,0,0,544,0,5,19,1771
819,0,0,0,874,0,5,0,1769
820,0,0,0,1025,0,5,19,1768
821,0,0,0,604,1,5,19,1767
822,0,161,0,869,0,5,0,1766
823,1,0,0,1332,0,5,19,1765
824,1,0,0,0,0,7,24,1764
825,0,0,0,842,0,1,0,1763
826,0,0,0,810,0,5,19,1762
827,0,0,0,1328,0,5,19,1761
828,0,0,0,1139,0,5,19,1760
829,0,0,0,674,0,5,0,1759
830,0,52,0,952,0,8,0,1730
831,0,0,0,236,0,3,0,1756
832,0,0,0,1071,0,5,19,1729
833,0,161,0,0,0,7,19,1700
834,0,0,86,149,0,5,0,1698
835,0,0,0,1374,0,8,19,1697
836,0,0,0,750,0,8,19,1696
837,0,0,0,537,0,0,19,1695
838,0,0,0,290,0,5,19,1694
839,0,0,0,550,0,5,0,1693
840,0,0,0,288,0,5,19,1692
841,0,0,0,303,0,5,0,1691
842,0,0,0,1176,0,0,19,1690
843,0,0,0,0,0,7,19,1689
844,0,0,0,279,0,5,0,1688
845,0,0,0,8,0,8,19,1699
846,0,0,0,1259,0,8,19,1687
847,0,0,0,762,0,9,19,1685
848,0,0,0,561,0,8,19,1684
849,0,0,0,1013,0,5,19,1683
850,0,0,0,553,0,5,19,1682
851,0,0,0,230,0,5,19,1681
852,0,0,0,564,0,5,19,1680
853,1,0,0,680,0,8,24,1679
854,0,0,0,10,0,5,0,1678
855,0,0,0,149,0,5,0,1677
856,0,0,0,480,0,0,19,1676
857,0,0,0,1216,0,5,19,1675
858,0,0,0,913,0,5,19,1686
859,0,0,0,581,1,8,0,1701
860,0,0,0,54,0,5,0,1714
861,0,0,0,332,0,5,19,1702
862,0,0,0,42,0,5,19,1726
863,0,105,0,827,0,5,0,1725
864,0,0,0,547,0,5,17,1724
865,0,0,0,890,0,5,19,1723
866,0,0,0,769,0,5,19,1722
867,0,0,0,976,0,8,0,1721
868,1,0,0,898,0,5,24,1720
869,0,55,0,1172,0,8,19,1719
870,0,0,0,1351,0,5,19,1718
871,0,0,0,79,0,5,0,1717
872,0,0,0,278,0,8,19,1716
873,0,50,0,560,0,8,19,1727
874,0,0,0,285,0,5,0,1715
875,0,0,0,879,0,5,19,1713
876,0,0,0,0,0,7,0,1712
877,0,0,0,729,0,0,19,1711
878,0,0,0,506,0,5,19,1710
879,0,0,0,1003,0,5,19,1709
880,0,0,0,1163,0,8,0,1708
881,0,0,0,143,0,8,0,1707
882,0,0,0,971,0,5,0,1706
883,0,0,0,479,0,8,0,1705
884,0,0,49,735,0,5,0,1704
885,0,0,0,877,0,5,0,1703
886,0,0,0,878,0,8,0,1562
887,0,0,0,1143,0,8,0,1672
888,0,0,0,181,0,0,0,1561
889,0,0,0,495,0,4,0,1448
890,0,0,0,570,0,0,7,1418
891,0,0,0,334,0,5,19,1417
892,0,0,0,1323,0,9,0,1416
893,0,0,0,42,0,5,0,1415
894,0,0,0,557,0,5,19,1414
895,0,0,0,902,0,9,0,1413
896,0,0,0,1362,0,5,19,1412
897,0,0,0,136,0,3,7,1411
898,0,0,0,43,0,5,19,1410
899,0,170,0,1071,0,5,19,1409
900,0,0,0,82,0,5,0,1408
901,0,0,0,1184,0,8,0,1419
902,0,0,0,544,0,5,16,1407
903,0,0,0,36,0,1,0,1405
904,0,0,0,112,0,5,19,1404
905,0,104,0,529,0,5,19,1403
906,0,123,0,1296,0,5,19,1402
907,0,105,0,1315,0,3,0,1401
908,0,0,0,1238,0,5,19,1400
909,0,0,0,935,0,5,0,1399
910,0,0,0,703,0,0,19,1398
911,0,0,0,1146,0,8,19,1397
912,0,0,0,426,0,3,0,1396
913,0,0,0,1027,0,5,16,1395
914,0,0,0,1382,0,5,19,1406
915,0,0,0,485,0,0,0,1421
916,0,0,0,1357,0,8,0,1434
917,0,0,0,798,0,5,0,1422
918,0,0,0,401,0,3,19,1446
919,0,0,0,447,0,8,19,1445
920,0,0,0,335,0,7,19,1444
921,0,0,0,406,0,8,19,1443
922,0,0,0,1371,0,8,0,1442
923,0,0,0,1104,0,3,0,1441
924,0,0,0,1322,0,5,0,1440
925,0,161,0,668,0,4,0,1439
926,0,0,0,463,0,4,0,1438
927,0,0,0,938,0,3,0,1437
928,0,72,0,379,0,5,0,1436
929,0,161,0,80,0,5,0,1447
930,0,0,0,565,0,5,0,1435
931,0,0,0,0,0,7,0,1433
932,0,0,0,559,0,8,0,1432
933,0,105,0,1336,0,3,0,1431
934,0,0,0,0,0,7,0,1430
935,0,0,0,305,0,5,0,1429
936,0,161,0,80,0,5,0,1428
937,0,0,0,631,1,3,0,1427
938,0,0,0,465,0,4,0,1426
939,0,0,0,820,0,2,0,1425
940,0,0,0,0,0,7,0,1424
941,0,0,0,1201,0,8,0,1423
942,0,0,135,157,0,5,0,1394
943,0,0,0,1325,0,9,19,1420
944,0,0,69,509,0,5,19,1393
945,0,0,0,66,0,5,19,1364
946,0,0,0,1122,0,5,19,1362
947,0,0,0,0,0,7,19,1361
948,0,0,0,574,0,8,7,1360
949,0,0,0,1273,0,5,19,1359
950,0,0,88,1103,0,5,19,1358
951,0,0,0,0,0,7,19,1357
952,0,0,0,59,0,5,19,1356
953,0,0,0,1072,0,5,19,1355
954,0,0,0,1077,0,8,19,1354
955,1,0,0,126,0,5,24,1353
956,0,0,0,882,0,5,19,1352
957,0,0,0,564,0,5,19,1363
958,0,0,0,288,0,5,19,1351
959,0,0,0,616,1,8,19,1349
960,0,0,0,321,0,3,19,1348
961,0,0,0,286,0,8,19,1347
962,0,0,0,1381,0,5,19,1346
963,0,0,0,561,0,8,19,1345
964,0,0,0,885,0,3,12,1344
965,0,0,0,0,0,7,0,1343
966,0,0,0,107,0,8,19,1342
